publisher,news_count,score_sum,score_mean,burst_news_count,burst_score_sum,burst_pv_sum,burst_days
バンクーバー経済新聞,1,-1,-1.0,0.0,0.0,0.0,0.0
パチマックス,1,-1,-1.0,0.0,0.0,0.0,0.0
パラサポWEB,3,6,2.0,0.0,0.0,0.0,0.0
パ・リーグ.com,18,9,0.5,2.0,-1.0,14126.0,2.0
ビジネス+IT,3,0,0.0,0.0,0.0,0.0,0.0
ビジネスジャーナル,3,-2,-0.6666666666666666,0.0,0.0,0.0,0.0
ピザハット,4,2,0.5,2.0,2.0,7181.0,2.0
ピンズバNEWS,1086,-497,-0.4576427255985267,94.0,-53.0,963555.0,36.0
ファッションプレス,327,360,1.1009174311926606,14.0,25.0,154240.0,12.0
ファミ通,99,138,1.393939393939394,16.0,28.0,157731.0,14.0
フィギュアスケートYouTube 動画Blog,3,10,3.3333333333333335,1.0,5.0,4585.0,1.0
フィギュアスケート速報,1,0,0.0,0.0,0.0,0.0,0.0
フィデリティ投信,1,2,2.0,0.0,0.0,0.0,0.0
フィールドキャスター,25,33,1.32,2.0,2.0,3993.0,2.0
フクオカーノ！,2,4,2.0,0.0,0.0,0.0,0.0
フットボールチャンネル,1,-1,-1.0,0.0,0.0,0.0,0.0
フリュー株式会社,1,0,0.0,0.0,0.0,0.0,0.0
フリー株式会社,1,0,0.0,0.0,0.0,0.0,0.0
フロントロウ,14,6,0.42857142857142855,1.0,1.0,57752.0,1.0
フードウイークリーWEB,28,17,0.6071428571428571,3.0,0.0,7267.0,3.0
フードスタジアム,3,5,1.6666666666666667,0.0,0.0,0.0,0.0
フードファン！,1,-1,-1.0,0.0,0.0,0.0,0.0
ブラックラムズ東京,1,0,0.0,0.0,0.0,0.0,0.0
ブンロク,3,3,1.0,0.0,0.0,0.0,0.0
ブームスポーツ編集局,12,11,0.9166666666666666,2.0,1.0,4805.0,2.0
プリント&プロモーション,1,0,0.0,0.0,0.0,0.0,0.0
プロレスTODAY,5,1,0.2,1.0,-1.0,5919.0,1.0
ベガルタ仙台オフィシャルサイト,1,0,0.0,0.0,0.0,0.0,0.0
ベネッセ教育情報,2,2,1.0,0.0,0.0,0.0,0.0
ベースボールチャンネル,4,2,0.5,0.0,0.0,0.0,0.0
ベースボール･マガジン社,6,10,1.6666666666666667,0.0,0.0,0.0,0.0
ペイメントナビ,5,8,1.6,0.0,0.0,0.0,0.0
ホミニス,647,448,0.6924265842349304,31.0,22.0,374829.0,28.0
ホラー通信,4,0,0.0,0.0,0.0,0.0,0.0
ホロライブ公式サイト,1,1,1.0,0.0,0.0,0.0,0.0
ホームズ,8,0,0.0,0.0,0.0,0.0,0.0
ボクシングモバイル,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
ポケットモンスターオフィシャルサイト,1,0,0.0,0.0,0.0,0.0,0.0
ポケモンユナイト,1,0,0.0,0.0,0.0,0.0,0.0
ポニーキャニオン,2,2,1.0,0.0,0.0,0.0,0.0
マイナビウーマン,122,149,1.221311475409836,7.0,8.0,60314.0,5.0
マイナビニュース,2351,2035,0.8655891110165886,427.0,421.0,3068282.0,171.0
マイナビ子育て,62,49,0.7903225806451613,8.0,8.0,14059.0,7.0
マイベスト,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
マイライフニュース,4,5,1.25,0.0,0.0,0.0,0.0
マガポケ,2,2,1.0,0.0,0.0,0.0,0.0
マクドナルド,24,-1,-0.041666666666666664,3.0,0.0,12982.0,3.0
マグミクス,51,19,0.37254901960784315,3.0,-2.0,24309.0,3.0
マテリアルフロー･プラス,1,1,1.0,0.0,0.0,0.0,0.0
マネクリ,1,1,1.0,0.0,0.0,0.0,0.0
マネーポストWEB,8,3,0.375,1.0,1.0,1036.0,1.0
マピオン,37,52,1.4054054054054055,6.0,8.0,29693.0,6.0
ママリ,5,6,1.2,0.0,0.0,0.0,0.0
ミルトモ,2,1,0.5,1.0,1.0,5751.0,1.0
ムビコレ,251,207,0.8247011952191236,19.0,26.0,146680.0,15.0
ムーミン公式サイト,2,2,1.0,0.0,0.0,0.0,0.0
メディカルドック,2,1,0.5,0.0,0.0,0.0,0.0
モダンリビング デジタル,2,-1,-0.5,0.0,0.0,0.0,0.0
モデルプレス,5704,4619,0.8097826086956522,1042.0,1003.0,8216713.0,197.0
モーサイ,1,2,2.0,0.0,0.0,0.0,0.0
ヤングマシン,3,-6,-2.0,0.0,0.0,0.0,0.0
ヨコハマ経済新聞,4,4,1.0,1.0,2.0,2608.0,1.0
ヨネックス(YONEX),2,1,0.5,0.0,0.0,0.0,0.0
ライフハッカー・ジャパン,2,0,0.0,0.0,0.0,0.0,0.0
ライブドアニュース,1084,683,0.6300738007380073,196.0,118.0,2848380.0,121.0
ラクス,2,1,0.5,0.0,0.0,0.0,0.0
ラグビーリパブリック,14,21,1.5,1.0,2.0,1341.0,1.0
ラブすぽ,1,-1,-1.0,0.0,0.0,0.0,0.0
ランキングー！,482,287,0.5954356846473029,31.0,17.0,108270.0,27.0
ランランエンタメ！,206,226,1.0970873786407767,26.0,33.0,91107.0,22.0
リアルエコノミー,4,2,0.5,0.0,0.0,0.0,0.0
リアルサウンド,2718,3041,1.1188373804267844,410.0,564.0,4051143.0,163.0
リアルライブ,132,-96,-0.7272727272727273,12.0,-3.0,105456.0,12.0
リアル脱出ゲーム,5,0,0.0,0.0,0.0,0.0,0.0
リセマム,3,3,1.0,0.0,0.0,0.0,0.0
リテール・リーダーズ,1,2,2.0,0.0,0.0,0.0,0.0
リノート,1,-1,-1.0,0.0,0.0,0.0,0.0
リンネル.jp,24,12,0.5,1.0,0.0,2843.0,1.0
ルアマガプラス,7,5,0.7142857142857143,0.0,0.0,0.0,0.0
レスポンス（Response.jp）,15,8,0.5333333333333333,2.0,-1.0,143426.0,2.0
レッツエンジョイ東京,9,12,1.3333333333333333,1.0,2.0,9459.0,1.0
レバレジーズ株式会社,2,3,1.5,1.0,1.0,9286.0,1.0
ロケットニュース24,17,-3,-0.17647058823529413,0.0,0.0,0.0,0.0
ロボスタ,5,4,0.8,0.0,0.0,0.0,0.0
ワーナーブラザース・ディスカバリー・ジャパン,1,2,2.0,0.0,0.0,0.0,0.0
ヴィアティン三重,1,-1,-1.0,0.0,0.0,0.0,0.0
ヴィッセル神戸,1,2,2.0,0.0,0.0,0.0,0.0
三月の転校生,17,-5,-0.29411764705882354,1.0,0.0,1133.0,1.0
三菱電機 オフィシャルサイト,1,0,0.0,0.0,0.0,0.0,0.0
三郷ぐらし,4,4,1.0,1.0,2.0,6117.0,1.0
上毛新聞電子版,34,29,0.8529411764705882,0.0,0.0,0.0,0.0
下野新聞社,29,28,0.9655172413793104,3.0,0.0,28953.0,2.0
世田谷パブリックシアター,1,2,2.0,0.0,0.0,0.0,0.0
中古車のガリバー,1,2,2.0,0.0,0.0,0.0,0.0
中国新聞デジタル,23,27,1.173913043478261,2.0,0.0,4281.0,2.0
中日BIZナビ,1,-1,-1.0,0.0,0.0,0.0,0.0
中日ドラゴンズ オフィシャルウェブサイト,1,1,1.0,1.0,1.0,2117.0,1.0
中日新聞Web,2826,2816,0.9964614295824487,696.0,756.0,7320222.0,177.0
中野経済新聞,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
丹波新聞,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
乃木坂46公式サイト,25,15,0.6,3.0,3.0,17545.0,3.0
久留米ファン,73,18,0.2465753424657534,11.0,9.0,35913.0,9.0
乗りものニュース,5,-3,-0.6,1.0,-3.0,3029.0,1.0
二子玉川経済新聞,1,0,0.0,0.0,0.0,0.0,0.0
京都のお墨付き！,1,-1,-1.0,0.0,0.0,0.0,0.0
京都新聞デジタル,3,4,1.3333333333333333,0.0,0.0,0.0,0.0
京都民報Web,1,1,1.0,0.0,0.0,0.0,0.0
人民網日本語版,2,2,1.0,0.0,0.0,0.0,0.0
介護ポストセブン,23,11,0.4782608695652174,2.0,1.0,48745.0,2.0
仙台89ERS,1,0,0.0,0.0,0.0,0.0,0.0
仙台経済新聞,6,11,1.8333333333333333,1.0,3.0,16260.0,1.0
伊勢志摩経済新聞,1,2,2.0,0.0,0.0,0.0,0.0
伊藤園 企業情報,3,3,1.0,0.0,0.0,0.0,0.0
伊豆下田経済新聞,1,1,1.0,0.0,0.0,0.0,0.0
伊賀FCくノ一三重,2,0,0.0,0.0,0.0,0.0,0.0
伊賀タウン情報 YOU,1,1,1.0,0.0,0.0,0.0,0.0
住宅新報web,2,3,1.5,1.0,1.0,9553.0,1.0
住宅産業新聞,1,1,1.0,1.0,1.0,2052.0,1.0
佐賀新聞,3,0,0.0,0.0,0.0,0.0,0.0
佐賀経済新聞,2,0,0.0,0.0,0.0,0.0,0.0
価格.comマガジン,1,-1,-1.0,0.0,0.0,0.0,0.0
信濃毎日新聞デジタル,51,74,1.4509803921568627,18.0,8.0,645824.0,17.0
健美家,1,1,1.0,0.0,0.0,0.0,0.0
全国郷土紙連合,14,25,1.7857142857142858,2.0,4.0,38345.0,2.0
八王子ジャーニー,4,7,1.75,0.0,0.0,0.0,0.0
八王子経済新聞,1,0,0.0,0.0,0.0,0.0,0.0
公明党,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
公益社団法人 日本プロゴルフ協会,1,2,2.0,0.0,0.0,0.0,0.0
公益財団法人日本サッカー協会,1,0,0.0,1.0,0.0,2521.0,1.0
共同通信PRワイヤー,56,57,1.0178571428571428,5.0,4.0,19607.0,5.0
円谷ステーション,8,12,1.5,0.0,0.0,0.0,0.0
函館経済新聞,1,1,1.0,0.0,0.0,0.0,0.0
函館観光,1,0,0.0,0.0,0.0,0.0,0.0
加古川経済新聞,2,0,0.0,0.0,0.0,0.0,0.0
北九州ノコト,3,3,1.0,1.0,2.0,1846.0,1.0
北國新聞,2,0,0.0,0.0,0.0,0.0,0.0
北日本新聞webunプラス,2,4,2.0,0.0,0.0,0.0,0.0
北海道Likers,3,0,0.0,0.0,0.0,0.0,0.0
北海道新聞デジタル,7,7,1.0,0.0,0.0,0.0,0.0
北海道日本ハムファイターズ,2,2,1.0,0.0,0.0,0.0,0.0
医学書院,1,-1,-1.0,0.0,0.0,0.0,0.0
医薬通信社,2,2,1.0,0.0,0.0,0.0,0.0
十勝毎日新聞,12,15,1.25,1.0,0.0,2989.0,1.0
十日町市観光協会,2,2,1.0,1.0,2.0,9856.0,1.0
千葉ジェッツ,4,1,0.25,1.0,2.0,15615.0,1.0
千葉テレビ放送,5,2,0.4,2.0,2.0,12975.0,2.0
千葉ロッテマリーンズ,1,-1,-1.0,0.0,0.0,0.0,0.0
千葉市,1,0,0.0,0.0,0.0,0.0,0.0
千葉日報オンライン,6,3,0.5,1.0,1.0,90878.0,1.0
卓球メディア｜Rallys,5,-3,-0.6,1.0,-5.0,1707.0,1.0
南三陸さんさん商店街,2,1,0.5,0.0,0.0,0.0,0.0
南日本新聞,21,54,2.5714285714285716,1.0,4.0,6246.0,1.0
占いCOLLECTION,9,-4,-0.4444444444444444,0.0,0.0,0.0,0.0
占いTVニュース,7,-6,-0.8571428571428571,2.0,0.0,4920.0,1.0
台北経済新聞,1,1,1.0,1.0,1.0,2339.0,1.0
号外NET 一宮市,2,3,1.5,0.0,0.0,0.0,0.0
号外NET 四日市市,3,4,1.3333333333333333,0.0,0.0,0.0,0.0
号外NET 太田市,1,2,2.0,0.0,0.0,0.0,0.0
号外NET 奈良市,3,5,1.6666666666666667,0.0,0.0,0.0,0.0
号外NET 宇都宮市,3,5,1.6666666666666667,0.0,0.0,0.0,0.0
号外NET 岡山市,1,-1,-1.0,0.0,0.0,0.0,0.0
号外NET 日野市,1,2,2.0,1.0,2.0,5844.0,1.0
号外NET 春日部市,2,1,0.5,0.0,0.0,0.0,0.0
号外NET 東大阪市,1,1,1.0,0.0,0.0,0.0,0.0
号外NET 江東区,2,2,1.0,0.0,0.0,0.0,0.0
号外NET 津市,2,2,1.0,0.0,0.0,0.0,0.0
号外NET 目黒区,1,-1,-1.0,0.0,0.0,0.0,0.0
号外NET 豊中市,1,2,2.0,0.0,0.0,0.0,0.0
号外NET 豊田市,3,4,1.3333333333333333,0.0,0.0,0.0,0.0
名古屋グランパス公式サイト,2,0,0.0,0.0,0.0,0.0,0.0
名古屋ダイヤモンドドルフィンズ,1,0,0.0,0.0,0.0,0.0,0.0
名古屋情報通,2,4,2.0,0.0,0.0,0.0,0.0
名駅経済新聞,2,3,1.5,0.0,0.0,0.0,0.0
周南経済新聞,1,2,2.0,0.0,0.0,0.0,0.0
味の素AGF株式会社,1,2,2.0,0.0,0.0,0.0,0.0
和歌山経済新聞,9,14,1.5555555555555556,1.0,0.0,1790.0,1.0
品川経済新聞,1,2,2.0,0.0,0.0,0.0,0.0
四国新聞,6,8,1.3333333333333333,2.0,7.0,210534.0,2.0
四季報オンライン,6,-2,-0.3333333333333333,0.0,0.0,0.0,0.0
国際商業オンライン,13,23,1.7692307692307692,0.0,0.0,0.0,0.0
地域ニュースサイト号外NET,46,52,1.1304347826086956,3.0,3.0,24558.0,3.0
地球の歩き方,2,4,2.0,0.0,0.0,0.0,0.0
埼玉サッカー通信,2,3,1.5,0.0,0.0,0.0,0.0
埼玉新聞,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
埼玉新聞社 高校受験ナビ,1,1,1.0,0.0,0.0,0.0,0.0
埼玉栄中学・高等学校,2,3,1.5,0.0,0.0,0.0,0.0
多摩ポン,3,4,1.3333333333333333,1.0,1.0,2457.0,1.0
大人のための音楽,1,-1,-1.0,0.0,0.0,0.0,0.0
大宮アルディージャ,3,3,1.0,1.0,1.0,2558.0,1.0
大森・蒲田つーしん,1,0,0.0,0.0,0.0,0.0,0.0
大阪キタじゃーなる,1,3,3.0,0.0,0.0,0.0,0.0
大阪ミナミじゃーなる,2,3,1.5,0.0,0.0,0.0,0.0
天神経済新聞,4,5,1.25,0.0,0.0,0.0,0.0
奄美新聞,8,5,0.625,0.0,0.0,0.0,0.0
奈良クラブ,1,0,0.0,0.0,0.0,0.0,0.0
奈良新聞,4,9,2.25,0.0,0.0,0.0,0.0
女の転職,9,10,1.1111111111111112,0.0,0.0,0.0,0.0
女子SPA!,123,67,0.5447154471544715,12.0,0.0,110683.0,9.0
女性セブンプラス,31,18,0.5806451612903226,2.0,2.0,5151.0,2.0
女性自身,585,-183,-0.3128205128205128,104.0,-38.0,1565904.0,67.0
好書好日,20,24,1.2,6.0,8.0,41931.0,6.0
姫路の種,10,4,0.4,0.0,0.0,0.0,0.0
姫路経済新聞,1,-1,-1.0,0.0,0.0,0.0,0.0
婦人公論.jp,172,176,1.0232558139534884,42.0,62.0,762567.0,27.0
婦人画報デジタル,63,19,0.30158730158730157,1.0,-1.0,1126.0,1.0
宝塚歌劇公式ホームページ,1,0,0.0,0.0,0.0,0.0,0.0
宣伝会議,54,52,0.9629629629629629,1.0,1.0,2130.0,1.0
宮崎日日新聞,5,6,1.2,0.0,0.0,0.0,0.0
宮田 理江,10,10,1.0,0.0,0.0,0.0,0.0
家電 Watch,6,1,0.16666666666666666,1.0,2.0,1239.0,1.0
寝屋川つーしん,4,6,1.5,0.0,0.0,0.0,0.0
小田原箱根経済新聞,2,0,0.0,0.0,0.0,0.0,0.0
山と溪谷オンライン,1,1,1.0,0.0,0.0,0.0,0.0
山口新聞 電子版,5,3,0.6,1.0,2.0,33.0,1.0
山陰中央新報デジタル,14,14,1.0,1.0,2.0,10299.0,1.0
岐阜新聞デジタル,46,52,1.1304347826086956,7.0,11.0,57514.0,5.0
岡山経済新聞,1,0,0.0,0.0,0.0,0.0,0.0
岡崎にゅーす,1,1,1.0,0.0,0.0,0.0,0.0
岩下食品,4,3,0.75,1.0,2.0,2797.0,1.0
岩手県 花巻温泉郷,2,0,0.0,0.0,0.0,0.0,0.0
島根県立矢上高等学校,2,2,1.0,0.0,0.0,0.0,0.0
川口マガジン,12,13,1.0833333333333333,0.0,0.0,0.0,0.0
川崎ブレイブサンダース,2,3,1.5,0.0,0.0,0.0,0.0
市ケ谷経済新聞,4,5,1.25,0.0,0.0,0.0,0.0
幻冬舎plus,9,6,0.6666666666666666,0.0,0.0,0.0,0.0
広島ドラゴンフライズ,2,6,3.0,0.0,0.0,0.0,0.0
広島ニュース 食べタインジャー,4,6,1.5,1.0,1.0,39758.0,1.0
広島経済新聞,2,0,0.0,0.0,0.0,0.0,0.0
建設通信新聞,4,1,0.25,0.0,0.0,0.0,0.0
弁護士JP,1,-1,-1.0,0.0,0.0,0.0,0.0
弁護士法人橋下綜合法律事務所,1,-3,-3.0,0.0,0.0,0.0,0.0
弘前経済新聞,1,1,1.0,0.0,0.0,0.0,0.0
徳島新聞デジタル,10,12,1.2,1.0,1.0,2165.0,1.0
徳島経済新聞,1,0,0.0,0.0,0.0,0.0,0.0
恵比寿発,1,1,1.0,0.0,0.0,0.0,0.0
惑星ハニューにようこそ,1,2,2.0,0.0,0.0,0.0,0.0
愛媛FC公式サイト【EHIME FC OFFICIAL SITE】,2,-1,-0.5,0.0,0.0,0.0,0.0
愛媛新聞,7,5,0.7142857142857143,0.0,0.0,0.0,0.0
慶應スポーツ新聞会,1,0,0.0,0.0,0.0,0.0,0.0
推しごと,27,41,1.5185185185185186,3.0,6.0,7990.0,3.0
攻城団,1,1,1.0,0.0,0.0,0.0,0.0
攻略大百科,1,-2,-2.0,0.0,0.0,0.0,0.0
教育家庭新聞社,1,1,1.0,1.0,1.0,894.0,1.0
文マガ,3,0,0.0,0.0,0.0,0.0,0.0
文化放送,502,213,0.4243027888446215,55.0,34.0,174511.0,45.0
文春オンライン,1095,-768,-0.7013698630136986,190.0,-154.0,1578768.0,84.0
料理通信,1,1,1.0,0.0,0.0,0.0,0.0
新R25 Media,9,12,1.3333333333333333,2.0,4.0,14936.0,2.0
新しい地図,96,166,1.7291666666666667,4.0,6.0,13599.0,4.0
新周南新聞社,1,2,2.0,0.0,0.0,0.0,0.0
新潟チラシマガジン,7,3,0.42857142857142855,0.0,0.0,0.0,0.0
旅やか広島,3,6,2.0,0.0,0.0,0.0,0.0
日テレNEWS NNN,858,665,0.7750582750582751,186.0,156.0,2324247.0,101.0
日刊CJ Monmo Web,2,1,0.5,0.0,0.0,0.0,0.0
日刊Lazuda,3,7,2.3333333333333335,1.0,2.0,1762.0,1.0
日刊SPA!,18,-9,-0.5,1.0,2.0,8119.0,1.0
日刊にいがたwebタウン情報,10,10,1.0,0.0,0.0,0.0,0.0
日刊エンタメクリップ,275,397,1.4436363636363636,37.0,63.0,241720.0,33.0
日刊ゲンダイDIGITAL,751,-200,-0.2663115845539281,76.0,-25.0,1235265.0,57.0
日刊工業新聞,1,2,2.0,0.0,0.0,0.0,0.0
日刊自動車新聞 電子版,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
日本M&Aセンター,1,1,1.0,0.0,0.0,0.0,0.0
日本ケンタッキー・フライド・チキン株式会社,1,2,2.0,0.0,0.0,0.0,0.0
日本ゴルフツアー機構,1,-2,-2.0,0.0,0.0,0.0,0.0
日本テレビ,1464,1438,0.98224043715847,397.0,433.0,3076471.0,154.0
日本ネット経済新聞,8,11,1.375,0.0,0.0,0.0,0.0
日本女子プロゴルフ協会,1,-1,-1.0,0.0,0.0,0.0,0.0
日本新聞協会,1,0,0.0,0.0,0.0,0.0,0.0
日本橋経済新聞,1,1,1.0,0.0,0.0,0.0,0.0
日本経済新聞,100,139,1.39,25.0,28.0,1138408.0,22.0
日本財団,1,1,1.0,0.0,0.0,0.0,0.0
日本赤十字社,3,4,1.3333333333333333,0.0,0.0,0.0,0.0
日本通運,1,5,5.0,0.0,0.0,0.0,0.0
日本食糧新聞・電子版,8,7,0.875,0.0,0.0,0.0,0.0
日流ウェブ,2,2,1.0,0.0,0.0,0.0,0.0
日立製作所,1,0,0.0,0.0,0.0,0.0,0.0
日経BOOKプラス,6,7,1.1666666666666667,0.0,0.0,0.0,0.0
日経BP,2,-1,-0.5,0.0,0.0,0.0,0.0
日経BizGate,1,2,2.0,0.0,0.0,0.0,0.0
日経Gooday,10,3,0.3,1.0,-1.0,2308.0,1.0
日経xwoman：クロスウーマン,84,18,0.21428571428571427,9.0,7.0,41798.0,8.0
日経イベント＆セミナー,1,-1,-1.0,0.0,0.0,0.0,0.0
日経クロステック,8,-1,-0.125,0.0,0.0,0.0,0.0
日経クロストレンド,105,114,1.0857142857142856,9.0,13.0,48121.0,8.0
日経ビジネス電子版,11,-3,-0.2727272727272727,0.0,0.0,0.0,0.0
日経メディカル,1,0,0.0,0.0,0.0,0.0,0.0
日高新報,7,-5,-0.7142857142857143,0.0,0.0,0.0,0.0
明石じゃーなる,3,4,1.3333333333333333,0.0,0.0,0.0,0.0
映画.com,935,944,1.0096256684491978,100.0,150.0,1430991.0,68.0
映画の時間,71,45,0.6338028169014085,2.0,2.0,12969.0,2.0
映画ランド,8,8,1.0,0.0,0.0,0.0,0.0
映画情報どっとこむ,74,66,0.8918918918918919,8.0,10.0,33848.0,8.0
春日部経済新聞,4,3,0.75,0.0,0.0,0.0,0.0
時事ドットコム,9,4,0.4444444444444444,0.0,0.0,0.0,0.0
時事メディカル,1,-1,-1.0,0.0,0.0,0.0,0.0
時事通信ニュース,24,13,0.5416666666666666,2.0,3.0,12366.0,2.0
時遊zine,3,4,1.3333333333333333,1.0,1.0,2052.0,1.0
月バレ.com,2,1,0.5,0.0,0.0,0.0,0.0
月刊バスケットボール,6,2,0.3333333333333333,1.0,0.0,4662.0,1.0
月刊ユベントス,2,-10,-5.0,0.0,0.0,0.0,0.0
月刊自家用車WEB,1,1,1.0,0.0,0.0,0.0,0.0
月刊陸上競技,3,0,0.0,0.0,0.0,0.0,0.0
朝日ファミリー,2,2,1.0,1.0,2.0,24991.0,1.0
朝日放送,51,2,0.0392156862745098,9.0,4.0,36505.0,9.0
朝日新聞,687,473,0.6885007278020379,120.0,78.0,2369261.0,66.0
朝日新聞GLOBE＋,8,-1,-0.125,0.0,0.0,0.0,0.0
朝鮮日報,6,10,1.6666666666666667,2.0,3.0,6623.0,1.0
木下グループ,1,0,0.0,0.0,0.0,0.0,0.0
本の話,14,4,0.2857142857142857,1.0,2.0,1253.0,1.0
札幌市,6,6,1.0,0.0,0.0,0.0,0.0
札幌経済新聞,2,1,0.5,0.0,0.0,0.0,0.0
東スポWEB,229,-94,-0.4104803493449782,51.0,-27.0,625232.0,41.0
東スポWeb,201,-70,-0.3482587064676617,56.0,-8.0,671142.0,45.0
東スポ競馬,6,3,0.5,1.0,1.0,1384.0,1.0
東京すくすく,1,1,1.0,0.0,0.0,0.0,0.0
東京カレンダー,25,30,1.2,2.0,4.0,39876.0,2.0
東京グレートベアーズ公式サイト,1,0,0.0,0.0,0.0,0.0,0.0
東京シティ競馬,12,13,1.0833333333333333,1.0,1.0,5081.0,1.0
東京バーゲンマニア,18,24,1.3333333333333333,0.0,0.0,0.0,0.0
東京ヤクルトスワローズ,2,3,1.5,0.0,0.0,0.0,0.0
東京ヴェルディ,2,0,0.0,0.0,0.0,0.0,0.0
東京八王子ビートレインズ,1,0,0.0,0.0,0.0,0.0,0.0
東京新聞デジタル,106,150,1.4150943396226414,8.0,17.0,193516.0,8.0
東北学院大学,1,0,0.0,0.0,0.0,0.0,0.0
東北新社,1,2,2.0,0.0,0.0,0.0,0.0
東北楽天ゴールデンイーグルス,8,8,1.0,3.0,2.0,21987.0,3.0
東大新聞オンライン,3,0,0.0,0.0,0.0,0.0,0.0
東大阪経済新聞,1,0,0.0,0.0,0.0,0.0,0.0
東奥日報社,1,-1,-1.0,0.0,0.0,0.0,0.0
東宝芸能株式会社,78,117,1.5,14.0,26.0,160699.0,13.0
東映アニメーション,3,1,0.3333333333333333,1.0,0.0,2988.0,1.0
東映特撮ファンクラブ,24,34,1.4166666666666667,2.0,2.0,1236.0,1.0
東洋経済オンライン,72,11,0.1527777777777778,9.0,-6.0,213649.0,8.0
東灘ジャーナル,1,2,2.0,0.0,0.0,0.0,0.0
松本山雅FC,1,-1,-1.0,0.0,0.0,0.0,0.0
松竹株式会社,10,10,1.0,3.0,2.0,22003.0,2.0
板橋経済新聞,2,0,0.0,0.0,0.0,0.0,0.0
枚方つーしん,15,16,1.0666666666666667,1.0,-1.0,5844.0,1.0
栃木SC,1,0,0.0,0.0,0.0,0.0,0.0
株式会社 アミューズ,2,4,2.0,1.0,1.0,9999.0,1.0
株式会社 明治,1,0,0.0,0.0,0.0,0.0,0.0
株式会社DONUTS,7,4,0.5714285714285714,1.0,0.0,2291.0,1.0
株式会社LIFULL,2,2,1.0,1.0,1.0,15325.0,1.0
株式会社MTG,1,-1,-1.0,0.0,0.0,0.0,0.0
株式会社SKIYAKI,3,7,2.3333333333333335,0.0,0.0,0.0,0.0
株式会社Tixplus,1,5,5.0,0.0,0.0,0.0,0.0
株式会社W TOKYO,5,6,1.2,0.0,0.0,0.0,0.0
株式会社ZOZO,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
株式会社クラレ,2,1,0.5,0.0,0.0,0.0,0.0
株式会社クロックワークス,1,1,1.0,0.0,0.0,0.0,0.0
"株式会社タイミー(Timee, Inc.)",1,2,2.0,0.0,0.0,0.0,0.0
株式会社トーハン,2,1,0.5,0.0,0.0,0.0,0.0
株式会社ビデオリサーチ,17,8,0.47058823529411764,0.0,0.0,0.0,0.0
株式会社ピクス,2,4,2.0,0.0,0.0,0.0,0.0
株式会社ベルーナ,2,3,1.5,0.0,0.0,0.0,0.0
株式会社メルカリ,5,7,1.4,0.0,0.0,0.0,0.0
株式会社リクルート,13,16,1.2307692307692308,0.0,0.0,0.0,0.0
株式会社出前館,1,2,2.0,0.0,0.0,0.0,0.0
株式会社旅行新聞新社,2,-1,-0.5,0.0,0.0,0.0,0.0
梅田経済新聞,6,12,2.0,0.0,0.0,0.0,0.0
森永製菓株式会社,5,6,1.2,0.0,0.0,0.0,0.0
横手経済新聞,1,0,0.0,0.0,0.0,0.0,0.0
横浜DeNAベイスターズ,5,4,0.8,0.0,0.0,0.0,0.0
横浜FCオフィシャルウェブサイト,3,5,1.6666666666666667,0.0,0.0,0.0,0.0
横浜F・マリノス 公式サイト,1,-1,-1.0,0.0,0.0,0.0,0.0
横浜日吉新聞,2,1,0.5,0.0,0.0,0.0,0.0
歌舞伎美人,36,50,1.3888888888888888,4.0,6.0,4281.0,4.0
毎日キレイ,2110,911,0.4317535545023697,344.0,300.0,4327174.0,157.0
毎日新聞,312,418,1.3397435897435896,77.0,85.0,1406974.0,45.0
池袋経済新聞,1,-1,-1.0,0.0,0.0,0.0,0.0
沖縄タイムス社,37,31,0.8378378378378378,5.0,3.0,318297.0,5.0
沖縄美ら海水族館,1,2,2.0,0.0,0.0,0.0,0.0
河北新報オンライン,11,14,1.2727272727272727,0.0,0.0,0.0,0.0
沼津経済新聞,2,4,2.0,0.0,0.0,0.0,0.0
法学館憲法研究所,3,0,0.0,0.0,0.0,0.0,0.0
波伝説 サーフィン波情報,1,0,0.0,0.0,0.0,0.0,0.0
洛タイ新報,1,0,0.0,0.0,0.0,0.0,0.0
津山朝日新聞社,5,4,0.8,1.0,-1.0,748.0,1.0
流通ニュース,6,10,1.6666666666666667,0.0,0.0,0.0,0.0
浅井企画,4,2,0.5,0.0,0.0,0.0,0.0
浦和レッドダイヤモンズ公式サイト,1,0,0.0,0.0,0.0,0.0,0.0
海外ドラマNAVI,96,65,0.6770833333333334,5.0,5.0,8300.0,5.0
湘南人,1,1,1.0,2.0,2.0,17992.0,2.0
滋賀レイクス,1,2,2.0,0.0,0.0,0.0,0.0
演劇メディアAudience,31,52,1.6774193548387097,2.0,5.0,12199.0,2.0
激ロック,11,0,0.0,1.0,0.0,7820.0,1.0
熊本日日新聞社,10,14,1.4,0.0,0.0,0.0,0.0
熊谷経済新聞,5,7,1.4,0.0,0.0,0.0,0.0
