name,name2,gender,pop_diff_past,aware_diff_past,201902人気度,201902知名度,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5,weightedPV1_past,weightedPV2_past,weightedPV3_past,weightedPV4_past,weightedPV5_past,allPV_past
三浦知良,三浦知良,男性,-2.6,-3.7,26.7,92,12,59580,22,120,-1.4,2.1,24.1,88.3,22.7,90.4,60,196,21,1,102,14,22,116,1.11E-09,0.0001593982353,11.58052567,294556.5724,25.37164877,74543.0826,178928.28,42225.72334,5925.676105,119871.5969,369576,7641.96613,14531.37795,306392.6829,642180.5116,21206.8411,2241.805001,301256.7367,1805625
三浦翔平,三浦翔平,男性,3.2,5.7,13.1,62.1,12,32225,37,121,-3,-1.3,16.3,67.8,13.3,66.5,24,71,26,5,70,21,31,91,2.15E-08,0.0001359548287,9.428767696,235312.2733,24.44847751,35867.94924,84153.69734,15474.92272,1174.296477,52501.41079,182457,5377.615404,7397.022928,436639.1885,909215.6868,32425.8711,5282.781515,420357.0212,2595986
三浦貴大,三浦貴大,男性,-2.3,-2.6,7.1,45.8,8,28765,5,55,-0.6,1.2,4.8,43.2,4.2,44.4,-2,21,0,2,24,15,2,39,2.36E-08,0.0002601969672,4.494853056,100683.4876,9.430680568,38527.56238,91576.5547,20575.57944,1518.895841,58791.45593,192960,4008.247608,5771.29821,320981.6209,659838.3782,12322.64327,1284.142268,290917.3621,1937306
上地雄輔,上地雄輔,男性,-5.4,-1.6,14.2,87.1,8,27412,7,61,2,1.9,8.8,85.5,10.8,87.4,10,45,7,0,35,6,7,41,3.23E-08,0.0001972187701,4.535628221,127838.4373,13.67063781,26892.39391,62415.40036,10269.86505,935.8768147,38183.17271,138751,4842.446087,7051.469097,219414.4855,457321.809,17238.16919,1679.321771,211053.1552,1302830
上川隆也,上川隆也,男性,-3.5,4.1,20.7,69.2,7,36155,16,101,0.1,-0.2,17.2,73.3,17.3,73.1,19,59,11,1,49,18,12,67,9.04E-08,0.0006498995861,8.669833071,150016.2449,16.81485183,42740.4534,101464.9923,24404.58957,1522.008407,64825.51204,214500,7617.913432,11668.34563,245007.4357,519075.7994,49081.77624,12916.00542,262600.3882,1437864
上戸彩,上戸彩,女性,4.6,-2.3,32.4,94,6,50335,22,155,-2.7,1.4,37,91.7,34.3,93.1,23,117,18,1,108,21,19,129,2.26E-08,0.001344630996,16.95301757,447650.8443,44.56821608,48528.22494,116548.2015,30257.51926,4622.962826,79061.86327,240906,9518.877461,19458.88965,343658.6567,718563.1027,25079.75731,2366.890226,334544.7386,2031597
上田晋也,上田晋也,男性,-6.6,-1.7,37,96.6,3,7770,4,103,-2.1,-2,30.4,94.9,28.3,92.9,1,28,1,0,53,27,1,80,4.23E-08,0.0002079349487,9.607418784,203712.7255,23.4017339,25760.67983,61121.68551,13551.3352,2063.675108,40161.65037,129772,2759.299816,4946.475277,219672.1296,456466.0611,12281.76509,1168.12833,208312.8833,1307926
上白石萌歌,上白石萌歌,女性,8.3,35,11,44.6,10,87396,80,330,-2.8,-1.5,19.3,79.6,16.5,78.1,95,374,57,13,247,49,70,296,4.51E-09,0.0005569756938,27.12818143,630574.3861,63.76911404,80758.90513,193904.2697,58226.10679,3788.577778,127184.917,400842,17501.35321,28185.62966,1329517.4,2751870.101,48913.50275,5573.590978,1239764.171,7954439
上白石萌音,上白石萌音,女性,18.9,43.9,5.7,40.5,8,91817,53,337,-1.9,-1.6,24.6,84.4,22.7,82.8,61,376,45,7,255,44,52,299,1.83E-07,0.00472775382,30.60353875,624600.9582,62.45790877,107805.9739,259182.6207,76609.6988,4643.437969,170009.4676,533695,19594.60859,31484.27406,1925486.862,3990529.442,63147.50448,9544.279785,1806309.524,11489546
上野樹里,上野樹里,女性,7.1,-0.1,21.6,79.6,10,51547,31,126,-1.3,-2.3,28.7,79.5,27.4,77.2,60,173,30,1,103,12,31,115,3.33E-07,0.002846963105,9.61230253,236165.3086,24.05907839,52044.31727,123352.1873,27073.61149,3305.206057,80023.45843,262150,9511.239437,15513.15337,645574.1097,1349544.156,30059.3923,1824.758809,625510.5478,3814852
中丸雄一,中丸雄一,男性,3.2,3.7,20.7,78.2,17,77436,65,249,-0.9,2.5,23.9,81.9,23,84.4,50,89,37,14,97,59,51,156,1.39E-07,0.0005821266426,20.1855766,408993.5222,47.24307392,45520.91564,106173.0863,17818.11452,1969.186103,65971.11268,233437,12365.82571,16081.50608,205756.9733,433296.4043,22669.16551,2555.155822,207053.3154,1208451
中井貴一,中井貴一,男性,-1.8,-7.4,27.1,90.8,8,65874,47,154,1.8,4.2,25.3,83.4,27.1,87.6,51,148,34,6,107,16,40,123,1.34E-07,0.0004715301726,11.68536312,262482.1249,27.6323963,53680.91992,126527.6373,21594.66027,1677.394804,79585.78244,271020,12571.76973,17579.91662,271693.682,569368.8378,20559.6803,1750.258012,266752.5761,1603154
中尾明慶,中尾明慶,男性,1.8,0.9,10.8,74.7,5,31419,13,142,3.9,5.1,12.6,75.6,16.5,80.7,7,156,9,4,114,20,13,134,5.61E-08,0.0009971340858,10.49643127,273965.9177,29.58071278,51425.39014,122028.8312,29551.72848,1711.493966,77733.89765,258379,3048.229091,5463.884135,286417.6196,596905.6249,21645.01797,2455.019807,275664.3699,1700606
中居正広,中居正広,男性,-3.5,-2,32.9,98.8,11,128584,157,396,3.5,0.4,29.4,96.8,32.9,97.2,-6,110,85,63,221,137,148,358,2.42E-07,0.001618865896,33.00770527,995354.1577,90.04860157,109430.8717,262933.8308,65592.07778,5841.161512,173670.0354,540869,13051.71084,22874.89594,368680.7973,769833.6957,34034.65327,2978.340551,357333.6072,2186096
中山秀征,中山秀征,男性,0.6,-1.1,13.6,91.9,13,51455,28,76,-1.3,1.1,14.2,90.8,12.9,91.9,27,61,24,2,56,8,26,64,1.61E-07,0.0005282366484,6.06966934,180971.642,19.85826184,29739.28038,69148.55637,10396.39503,683.5388269,42121.93468,152754,9415.431704,12676.34184,154652.4553,327671.0019,19637.2105,4461.569633,161891.414,901861
中山美穂,中山美穂,女性,-1.7,-6.9,12,83.5,9,108692,17,73,-0.7,1.8,10.3,76.6,9.6,78.4,12,33,12,3,40,25,15,65,1.16E-07,0.0008107024773,5.905627309,134503.7732,14.9657708,68362.9818,161661.8928,33250.33621,2151.470066,102287.1966,344255,21505.80239,30842.57314,343212.7224,720836.4894,30114.46785,3600.29614,341207.7316,2019183
中島健人,中島健人,男性,4,8.3,14.2,66.9,10,47260,36,316,0.6,1.6,18.2,75.2,18.8,76.8,76,525,32,4,272,27,36,299,3.99E-08,0.0003490777459,23.4126821,537938.088,54.28097147,60835.65933,145053.6003,35363.61154,3084.186355,94275.35621,304029,7222.886027,10433.07968,448379.1124,934208.1974,28060.86557,2730.932411,430089.0102,2661457
中島裕翔,中島裕翔,男性,1.8,4.9,10.8,50.3,6,27801,35,220,0.5,2.1,12.6,55.2,13.1,57.3,61,209,28,4,157,45,32,202,3.02E-07,0.0007380038061,19.97714387,465043.5061,46.53548895,57744.39112,137221.1799,34806.58062,4656.114199,90309.13425,290920,4661.904245,11720.78085,257191.4617,549534.7364,63491.81838,7457.293092,277056.4314,1492056
中川大志_(俳優),中川大志_(俳優),男性,2,13.8,13.8,48.1,15,329650,99,318,5.3,9.4,15.8,61.9,21.1,71.3,158,316,79,14,229,67,93,296,0,0,25.98093559,612906.3537,58.64349973,164007.3064,380916.716,49047.78683,6276.351862,234402.0498,843262,55179.92261,81501.27616,512128.7142,1056397.96,29942.53995,4931.598575,473789.1326,3084744
中川翔子,中川翔子,女性,7.6,-1.9,23.4,93.1,9,74844,65,305,-3.2,0.1,31,91.2,27.8,91.3,51,332,49,14,243,52,63,295,1.14E-178,7.77E-05,25.69308494,688835.4085,66.91209533,70059.03747,166772.6333,40568.65254,2838.151717,107350.7153,350758,14566.4571,23401.13905,484750.6955,1016188.024,33037.06262,2404.505424,475769.4939,2853924
中村アン,中村アン,女性,-2,-8.3,19.3,73.1,4,53946,25,276,-0.1,1.4,17.3,64.8,17.2,66.2,21,47,18,4,103,89,22,192,0,8.00E-05,23.39037287,578275.9917,53.88903119,73293.56689,168095.126,23309.21423,1905.539086,99781.42239,383452,8261.279311,11061.21101,396184.3095,846172.5472,89801.48049,13541.04735,428320.5517,2296858
中村俊介,中村俊介,男性,-0.2,-4.5,7.1,71,11,9627,7,75,-1.1,-1.4,6.9,66.5,5.8,65.1,-1,12,0,1,15,14,1,29,0,1.49E-05,6.492078178,174681.0747,11.86403198,12065.20138,28755.35261,6757.22352,550.3205669,18617.94379,60280,1585.614132,2296.234702,102713.6332,213701.5459,5546.540864,591.3084543,97944.1754,610813
中村倫也,中村倫也,男性,9.4,23.7,18.9,53.5,5,24620,20,273,-2.3,3.7,28.3,77.2,26,80.9,28,337,16,1,211,24,17,235,0,1.64E-05,20.7500046,414027.3982,43.20860175,87875.17573,204801.6457,32542.26846,4719.416941,128098.3779,451176,5219.396076,11377.09979,1286528.024,2630907.982,71397.68166,9484.216763,1144830.229,7833856
中村勘九郎_(6代目),中村勘九郎_(6代目),男性,-6.9,-8.9,14.9,87.3,5,15756,10,74,-0.2,1.8,8,78.4,7.8,80.2,16,128,8,0,65,3,8,68,0,0,6.101427202,123255.157,12.86699418,20595.34433,49159.34925,11657.60334,870.1847092,31859.16413,102612,3324.503463,5165.578564,158304.3303,327496.4366,7106.502386,661.906405,147316.3013,948149
中村獅童_(2代目),中村獅童_(2代目),男性,-3.2,-5.7,12.6,90.8,6,34022,14,74,0.7,4.5,9.4,85.1,10.1,89.6,20,90,12,2,61,10,14,71,0,0,6.573987049,149772.5671,15.13757217,29634.254,69557.56847,13615.80265,2504.557767,44919.44204,151433,7052.369502,12094.93645,271993.2339,574857.9992,32921.80393,2449.025843,276452.868,1588035
中村隼人,中村隼人,男性,-0.2,-0.9,0.9,14.5,16,1122,31,84,-0.2,5.7,0.7,13.6,0.5,19.3,46,118,26,2,61,10,28,71,0,0,8.211246069,157645.3916,14.55767906,548.8434879,1362.952812,629.4096018,24.70691644,942.7879727,2619,205.9387893,399.2784712,3905.425673,7901.875168,126.4815341,14.17182535,3306.996794,24078
中村雅俊,中村雅俊,男性,-1.2,-8.2,16.8,83.4,9,28712,15,61,1.7,7.6,15.6,75.2,17.3,82.8,20,50,14,0,38,9,14,47,3.65E-08,0.0003180843271,5.148306928,101862.2324,10.90249897,28113.96411,66730.34364,14975.7891,1581.917323,43194.69081,141332,4547.005108,7974.957608,203370.3331,428503.049,15543.67851,1946.631404,204510.8899,1189659
中村静香,中村静香,女性,-0.4,-3.4,4.6,23.4,8,43039,17,61,0.8,3.9,4.2,20,5,23.9,-3,5,3,6,19,20,9,39,0,2.46E-05,4.792004541,86295.81412,10.64256887,31723.80278,75186.9752,16920.69112,998.9377184,47763.85821,159419,7418.862454,10260.52839,190661.8454,400361.8748,11074.13531,889.2236007,188349.7878,1119959
中条あやみ,中条あやみ,女性,5.1,11.2,18.8,55,11,97216,40,208,-2.3,4.1,23.9,66.2,21.6,70.3,23,180,28,11,158,25,39,183,1.00E-08,0.0009055624599,14.97744579,353201.6405,34.40697617,73652.62011,172890.1009,27856.44233,2150.855516,107751.7344,373752,13510.11301,18032.43892,803334.9005,1653856.738,18789.08773,1645.989205,731149.8559,4832305
中田圭祐,中田圭祐,男性,0.2,0.5,0.5,8.3,9,14442,30,107,0.4,-1.9,0.7,8.8,1.1,6.9,25,117,21,8,84,20,29,104,0,1.13E-07,8.35063484,140995.5345,15.66981744,10257.19454,24127.08361,5138.5761,943.6151062,15734.0092,52324,1976.436678,3156.588839,33761.92019,77951.89028,21853.21936,3953.489431,49897.77443,179573
中谷美紀,中谷美紀,女性,-2,-7.3,21.8,81.8,3,11106,6,154,3,2,19.8,74.5,22.8,76.5,4,147,4,1,111,20,5,131,2.18E-08,0.0002924564425,11.70911344,287670.7148,28.13776539,33189.75452,80634.99383,26479.60584,3018.636901,55425.02687,162873,2465.684728,4417.439499,335993.2448,699121.5857,14620.50936,1454.791195,320069.3496,1994549
中越典子,中越典子,女性,-3.6,-8.6,8.7,62.1,9,21220,8,45,2.2,-2.3,5.1,53.5,7.3,51.2,7,24,5,1,20,5,6,25,0,2.40E-05,3.441422154,74017.22386,7.971251001,18570.40365,44042.49494,9642.542899,764.7782551,28186.79889,93292,4315.554742,6703.907432,144904.2312,304492.6377,16699.52224,1149.491929,143900.4538,852999
丸山隆平,丸山隆平,男性,-0.2,4.3,12.9,62.1,3,4149,1,64,-1.4,-5.3,12.7,66.4,11.3,61.1,-1,66,0,1,45,12,1,57,2.60E-08,2.63E-05,5.340167851,110442.5924,11.8562998,12525.86739,29963.29298,7612.932387,657.6379863,19621.27801,62333,862.406314,1383.997569,124773.0813,257958.2656,5794.986243,612.4057175,115872.8654,747646
久保田紗友,久保田紗友,女性,0,-0.5,1.8,8.5,6,16995,11,50,0.1,1.4,1.8,8,1.9,9.4,13,55,8,1,33,8,9,41,3.87E-08,0.0002430669457,4.787820289,77915.29243,10.56080967,29058.9616,68075.30716,13658.11304,1062.656411,42441.3004,148357,1562.184993,2366.501891,176390.3666,371562.1413,23839.94847,4862.780335,180259.5334,1035989
久本雅美,久本雅美,女性,-6,-1.2,23.5,95,7,14700,12,59,0.7,-1.1,17.5,93.8,18.2,92.7,1,-19,6,5,13,23,11,36,3.14E-09,2.72E-05,5.21252365,134618.5908,13.85694055,18322.99963,43381.85575,9562.637594,790.0208394,27708.40223,92307,2906.96841,4436.453222,143803.6673,300316.2858,11020.26579,1016.594277,139342.4017,851670
久間田琳加,久間田琳加,女性,2.3,7.1,0.5,2.3,10,48920,30,172,0.4,2.1,2.8,9.4,3.2,11.5,59,334,27,1,159,6,28,165,1.03E-07,0.0003799481738,13.27113045,288970.423,31.88713212,31798.83466,77644.64392,25575.0642,2458.095429,53403.26203,154664,8059.607913,12471.52627,208475.8059,434077.5068,6143.730361,568.3091219,198798.3544,1234040
乙葉,乙葉,女性,-2.3,-6.7,15.9,74.7,8,24156,9,55,0.7,-2,13.6,68,14.3,66,3,-10,3,2,8,25,5,33,2.39E-10,0.0002163786611,4.599426614,103433.6492,9.237718373,17376.15092,41488.96084,10079.8018,1139.476624,27276.76415,86817,5068.536425,8153.325032,134030.7883,278625.3044,5589.432367,513.1005738,127141.1332,797037
亀梨和也,亀梨和也,男性,-1.9,1.2,23.7,92.4,5,11255,8,131,-2.7,-1,21.8,93.6,19.1,92.6,1,79,3,4,70,40,7,110,3.10E-07,0.007926219576,11.24778738,261904.069,26.01137497,30319.14643,72550.39366,18679.76939,2368.30398,48275.33931,151208,3270.807964,6305.809967,294823.9894,612347.0258,19884.31684,2087.619285,279556.5622,1758496
二宮和也,二宮和也,男性,-7.2,-2,43.7,97.2,9,76816,65,438,-1.3,1.1,36.5,95.2,35.2,96.3,89,488,54,6,345,75,60,420,3.01E-07,0.005226084824,32.17268175,824893.7628,78.78490886,84258.90011,199422.0067,43535.62482,4123.644283,127787.391,424902,9872.799867,13956.16878,663926.9042,1371738.474,41047.6301,6488.46366,618162.3628,3990196
二階堂ふみ,二階堂ふみ,女性,5.5,1.2,18.6,78.8,2,15240,6,137,-2.5,0.9,24.1,80,21.6,80.9,9,73,4,0,69,31,4,100,5.57E-08,0.001500587864,9.996259528,191036.232,18.5928457,38993.119,92905.94203,23150.19864,2227.919212,60540.30956,195266,2944.370099,3985.188555,761016.2351,1564089.383,18829.80579,2329.486146,688526.4818,4588038
井ノ原快彦,井ノ原快彦,男性,-5.1,-3.1,37,91.9,11,64696,36,168,-4.1,0.8,31.9,88.8,27.8,89.6,44,152,24,10,109,42,34,151,9.29E-08,0.0003465044028,12.84033791,301502.7039,30.05542561,41848.16637,99138.81233,19709.0288,1249.018105,62877.36234,210065,8489.34428,11844.52769,225526.8396,469376.5457,12725.94245,1352.287867,215379.0035,1339608
井上真央,井上真央,女性,-0.9,-6,20.7,81.2,9,143119,55,235,7.1,1.6,19.8,75.2,26.9,76.8,67,222,46,6,167,46,52,213,2.96E-07,0.001621675901,20.11194109,519368.3438,48.95942843,105704.3853,261792.8353,110110.4912,7477.676938,183198.6918,505805,30716.53461,52071.58488,347801.1126,727220.7405,17205.01702,1785.791075,338054.6201,2051568
井之脇海,井之脇海,男性,0.2,12.8,3.7,18.2,16,183894,38,99,2.8,8.3,3.9,31,6.7,39.3,18,96,20,9,68,13,29,81,9.49E-09,0.000150986386,7.084287581,197704.3052,17.76837219,97747.75046,223908.777,16145.53596,759.272553,131002.9754,509328,31109.02276,41177.35615,231844.8774,491890.3432,27456.48211,6097.053486,243147.5833,1348504
井川遥,井川遥,女性,-1.6,-5.5,25.5,78.8,6,27470,19,187,0.9,2.5,23.9,73.3,24.8,75.8,2,23,8,5,70,63,13,133,4.13E-08,0.0006562525477,15.90110237,399159.9736,37.58161595,49182.85394,118871.3358,36109.11196,4917.564114,81540.12206,242934,7842.727234,16232.17206,290603.4468,627403.355,75157.95542,19055.82139,335543.3675,1669390
井桁弘恵,井桁弘恵,女性,5.1,16.3,0.4,2.1,18,145904,55,145,0.3,7.8,5.5,18.4,5.8,26.2,63,151,41,6,104,17,47,121,6.38E-09,0.002736595152,14.1182333,285829.0694,28.1050495,92749.98245,218937.4547,45680.95096,4910.307723,140186.6286,469080,28623.86273,47599.92429,298774.6932,644382.7251,55562.19251,3350.057265,327897.6464,1702471
井森美幸,井森美幸,女性,-1.2,-3.6,22.1,90.1,13,17841,13,57,2.3,-0.7,20.9,86.5,23.2,85.8,1,4,4,4,14,12,8,26,1.07E-07,0.0002320072607,5.506581571,108900.0294,14.36599496,14808.43616,34785.83661,6315.129314,523.4763137,21793.31402,75192,3615.566575,5366.079389,123160.7684,255921.8848,9056.625457,630.7109753,116748.9194,734110
井浦新,井浦新,男性,-2,0.2,16.3,53.3,5,44327,7,92,6.9,5.1,14.3,53.5,21.2,58.6,13,151,7,0,83,5,7,88,7.81E-08,0.0003910250996,6.582797449,156134.6569,15.81334264,57619.99562,137532.0113,33081.9154,2478.230853,89137.97446,287262,6873.646316,9476.472373,453736.609,943668.0686,19743.75758,2106.031055,431554.0767,2695495
今田耕司,今田耕司,男性,-4.1,-1.2,33.3,97.3,9,32205,26,117,-3.2,-0.7,29.2,96.1,26,95.4,14,47,16,6,60,31,22,91,1.68E-07,0.001996286666,11.80809015,277205.3219,28.81000391,33440.30075,79496.71266,19267.90081,1952.104819,51664.93974,167936,6123.039036,9843.463816,262905.4752,549232.4382,16740.82528,2468.79187,255730.6279,1555830
今野浩喜,今野浩喜,男性,0.7,1.2,7.8,67.6,6,10067,5,30,-0.9,2.2,8.5,68.8,7.6,71,1,7,1,0,11,4,1,15,5.98E-08,0.0001331958499,3.34187936,43096.49245,5.865338063,19002.59016,45495.77274,11406.43341,1771.00636,30600.71348,94786,1069.345799,2458.154551,169234.7265,350114.1346,7945.495477,956.9963162,157724.3471,1013215
仲村トオル,仲村トオル,男性,-2.7,-8.1,27.1,88.8,10,21954,16,55,-1.4,4.4,24.4,80.7,23,85.1,9,20,9,4,28,17,13,45,0,4.46E-05,4.462185595,114946.2415,11.18019898,29934.1414,71725.28084,19524.13369,2430.895649,47915.10894,149198,3859.214261,8125.235669,253637.4587,531403.9908,14808.9624,1439.607155,248618.7781,1493437
仲里依紗,仲里依紗,女性,7.3,3.2,15,68.1,7,88543,59,343,-0.2,1.4,22.3,71.3,22.1,72.7,83,444,49,10,286,40,59,326,3.89E-09,0.001516884406,27.67893367,752031.6692,79.26723802,86859.74286,204596.0684,45369.31139,2639.635371,128322.0829,440341,11923.7349,15012.80274,532910.2041,1112786.598,35011.16273,3380.0924,515773.192,3151902
仲野太賀,仲野太賀,男性,9.4,20.2,10.8,31.7,4,43571,23,232,-0.2,1.2,20.2,51.9,20,53.1,42,293,23,0,167,28,23,195,4.05E-08,0.001094236261,17.8516109,383134.5512,39.91847977,76471.91823,176541.793,20435.49425,1696.214008,106006.1663,395798,10759.83913,13371.84602,687934.4433,1453750.389,95034.12027,8657.552068,701195.9516,4017389
仲間由紀恵,仲間由紀恵,女性,3.7,-2.3,28,91.3,6,21044,11,102,-1.6,1.3,31.7,89,30.1,90.3,-5,17,2,7,47,41,9,88,7.64E-08,0.0007207491691,6.843005388,187475.9873,16.88905475,53589.04045,124716.4977,20209.03451,1836.20411,76704.08079,275337,5113.745186,6734.861688,464176.2663,975965.9642,50313.4832,3679.693382,462111.9289,2731341
伊原六花,伊原六花,女性,3.6,11.3,1.9,14.9,15,107633,34,112,-0.4,4.1,5.5,26.2,5.1,30.3,71,215,33,0,108,2,33,110,1.42E-09,0.00462783218,9.885486921,215398.1347,20.70165678,60210.37307,147934.0873,56023.10104,4260.862298,102274.032,290879,21147.27206,38544.56117,415859.4597,862443.7269,27711.64709,2612.15038,391622.7838,2487286
伊原剛志,伊原剛志,男性,-5.3,-4.4,14.5,73.6,11,20855,13,57,4.3,1.6,9.2,69.2,13.5,70.8,-4,15,2,5,17,9,7,26,0,3.65E-06,4.726645499,96879.67679,10.35893747,17358.51263,40653.54747,7399.905995,604.6959378,25312.67546,88531,2579.940875,3412.046196,123174.0763,256643.277,7290.914901,1097.17988,118513.3902,730649
伊武雅刀,伊武雅刀,男性,0.9,-8.2,14.7,87.8,7,24693,14,41,1.4,3.6,15.6,79.6,17,83.2,6,14,5,0,13,3,5,16,3.33E-08,0.0001102547362,3.565926987,78534.05288,8.536325659,26056.31696,62709.33445,17121.0692,3306.571071,43563.21514,129360,3868.422557,9463.197291,139934.9258,291464.384,10242.37391,1264.166007,134463.8318,832032
伊藤歩,伊藤歩,女性,-0.2,-5.3,2.5,19.6,6,88008,2,64,0.2,-0.5,2.3,14.3,2.5,13.8,-3,32,1,1,27,8,2,35,1.94E-08,0.0002555734606,5.813881169,102643.3257,9.999377123,46218.30695,107259.3977,13414.77037,952.6120317,65014.5621,237563,16653.16557,21285.95539,307763.9988,643260.4725,15014.34608,1264.887144,298388,1818688
伊藤沙莉,伊藤沙莉,女性,20,40.7,8,20.2,7,55015,23,171,-1.1,0.7,28,60.9,26.9,61.6,30,183,19,2,130,15,21,145,2.95E-08,0.000321563754,18.15488509,443199.5168,42.89190741,100334.5478,236737.3456,49587.77182,3480.613481,149443.7729,507278,7299.228596,11562.55104,1379029.368,2918045.85,123341.3205,11002.18028,1407038.73,8021352
伊藤淳史,伊藤淳史,男性,-3,-6.2,23.2,88.3,6,18393,8,51,1.6,3.7,20.2,82.1,21.8,85.8,0,13,1,1,13,8,2,21,0,8.96E-06,3.872074396,95304.84234,9.319340864,20000.81927,47627.00948,11392.19531,841.2342528,30724.22271,100009,3643.8554,5852.73927,140548.9287,292762.0358,7591.908093,876.0757533,134715.8418,834045
伊藤英明,伊藤英明,男性,-0.9,-1.7,19.3,84.4,12,135139,56,161,6.9,3.8,18.4,82.7,25.3,86.5,52,117,41,9,113,31,50,144,4.75E-08,0.0001376480496,12.95823534,343091.0816,32.86673664,74224.45057,198825.495,124373.5429,39451.83047,189457.8927,330034,30848.66455,91330.97389,240218.2268,506125.7254,17204.904,1408.502901,240688.3696,1405831
伊野尾慧,伊野尾慧,男性,3.2,10.3,10.1,59.6,6,13103,5,84,-2,-1.2,13.3,69.9,11.3,68.7,3,68,2,1,61,17,3,78,1.46E-07,0.0002408872133,6.171755848,127730.5829,14.51480547,24640.7437,58196.7779,12582.22837,1309.75648,37259.58561,124628,3184.21509,4148.833461,272747.0423,570048.6785,16043.87555,1667.659912,264901.4104,1611714
伊集院光,伊集院光,男性,-1.4,-2.6,21.6,92.9,11,47690,20,96,-3.9,0.3,20.2,90.3,16.3,90.6,1,21,4,8,39,35,12,74,5.75E-08,0.0002609252221,9.522313383,184471.5692,20.31501601,40463.42989,94603.74635,16042.73051,1750.34275,59066.93593,206806,7105.494242,10813.62426,220598.4273,461376.9762,16982.00171,1503.220638,214930.6436,1303567
佐々木希,佐々木希,女性,-5.1,-3,28.5,85.3,8,44689,73,294,-2.7,-1.9,23.4,82.3,20.7,80.4,71,189,60,7,199,73,67,272,2.12E-08,0.000228425522,22.33260309,605745.4953,57.70395626,39932.52877,96219.48422,27990.7468,1985.039318,63609.93099,197258,7993.003018,13625.34541,403355.2604,836047.8521,17712.59425,2710.885125,379334.6458,2408843
佐々木蔵之介,佐々木蔵之介,男性,-6.5,-6.4,30.6,87.6,5,37065,15,220,-0.2,3.9,24.1,81.2,23.9,85.1,5,97,7,4,98,34,11,132,5.48E-08,0.0003306872622,18.75750374,413560.8891,37.39542584,37288.52798,87637.93605,16068.68267,1257.377384,54898.74488,189191,6954.211373,8678.896629,273166.292,572440.12,20918.33668,1020.495141,267374.5672,1608466
佐久間由衣,佐久間由衣,女性,1.2,-5.7,5.7,31.2,8,508902,48,128,-0.2,9.2,6.9,25.5,6.7,34.7,87,131,43,1,85,22,44,107,1.03E-08,8.37E-05,10.4038197,315272.5314,23.43607477,192228.2104,477260.433,195694.5148,3493.456708,325798.249,909261,75497.09384,126664.2412,357313.2272,766380.7764,58779.05263,2583.549395,382931.545,2045843
佐藤二朗,佐藤二朗,男性,-0.9,8,31.2,78.4,5,64761,28,211,3.3,0.5,30.3,86.4,33.6,86.9,22,134,17,5,104,28,22,132,7.09E-08,0.0003314514976,19.62373893,421146.4535,40.91440451,43542.70754,101640.1982,18921.98797,1688.532821,63049.10431,223206,11580.53458,13950.70752,299735.1241,625097.6223,20638.92374,2881.650072,289696.0924,1778859
佐藤健_(俳優),佐藤健_(俳優),男性,-0.9,-2.5,36.8,83.2,13,138504,67,318,2,6.2,35.9,80.7,37.9,86.9,84,349,55,9,244,51,64,295,0,0,26.90930172,660254.6933,61.72273288,136476.4743,330216.3954,101584.9069,6954.899262,220137.658,670165,17761.28546,25461.35762,1016808.682,2093672.944,31500.04076,4397.375189,928265.3993,6117774
佐藤勝利,佐藤勝利,男性,1.4,10.6,8.7,35.9,10,47898,40,232,0.5,4.8,10.1,46.5,10.6,51.3,-17,167,21,19,150,56,40,206,2.36E-08,7.97E-05,17.73860509,431850.9291,44.06755502,39323.34554,94761.09876,28873.58659,2892.632145,63549.27705,194730,10423.21981,18920.1036,190042.7475,397175.371,15796.75085,1675.837704,184998.1015,1124968
佐藤寛太,佐藤寛太,男性,0.8,5.3,1.1,8,3,2621,1,65,-1.4,-2,1.9,13.3,0.5,11.3,0,64,0,0,46,9,0,55,1.93E-08,4.45E-05,5.055081868,99356.55201,10.08612148,29903.60416,68007.72555,6363.067094,520.936917,39446.55889,157665,139.189718,224.3064218,174088.736,392747.8404,107294.9894,15833.2217,235581.2899,955418
佐藤栞里,佐藤栞里,女性,6,-0.7,23,73.1,12,86537,16,103,3.7,3.5,29,72.4,32.7,75.9,22,152,13,1,93,6,14,99,0,6.87E-05,9.036118116,215977.7045,22.46701778,52011.89309,127299.9577,48188.48902,3478.455574,87255.98169,252576,18362.51982,33288.1254,351425.3474,735486.3191,35191.84182,6926.397017,347613.4206,2079283
佐藤浩市,佐藤浩市,男性,-0.9,-4.1,26,88.7,6,28325,4,62,0,1.8,25.1,84.6,25.1,86.4,-3,49,1,3,43,10,4,53,1.48E-07,0.0007852502871,5.015307899,104201.4377,9.76981689,41786.67543,98509.27861,18107.50282,1449.124424,62108.69452,211160,6039.273512,8436.154469,334811.1534,703021.9909,21013.15542,4144.002442,333422.395,1968930
